old_name,speaker,label,new_name
386.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_386.wav
387.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_387.wav
388.wav,Barack Obama,bona-fide,barack_obama_bona-fide_388.wav
389.wav,Richard Nixon,bona-fide,richard_nixon_bona-fide_389.wav
390.wav,Louis Farrakhan,spoof,louis_farrakhan_spoof_390.wav
391.wav,Ronald Reagan,spoof,ronald_reagan_spoof_391.wav
392.wav,Donald Trump,spoof,donald_trump_spoof_392.wav
393.wav,Alec Guinness,spoof,alec_guinness_spoof_393.wav
394.wav,Barack Obama,bona-fide,barack_obama_bona-fide_394.wav
395.wav,Martin Luther King,spoof,martin_luther_king_spoof_395.wav
396.wav,Milton Friedman,bona-fide,milton_friedman_bona-fide_396.wav
397.wav,Mark Zuckerberg,spoof,mark_zuckerberg_spoof_397.wav
398.wav,Bernie Sanders,spoof,bernie_sanders_spoof_398.wav
399.wav,Alec Guinness,spoof,alec_guinness_spoof_399.wav
400.wav,Donald Trump,bona-fide,donald_trump_bona-fide_400.wav
401.wav,Winston Churchill,bona-fide,winston_churchill_bona-fide_401.wav
402.wav,Alan Watts,spoof,alan_watts_spoof_402.wav
403.wav,FDR,spoof,fdr_spoof_403.wav
404.wav,Barack Obama,bona-fide,barack_obama_bona-fide_404.wav
405.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_405.wav
406.wav,Donald Trump,bona-fide,donald_trump_bona-fide_406.wav
407.wav,Donald Trump,bona-fide,donald_trump_bona-fide_407.wav
408.wav,2Pac,spoof,2pac_spoof_408.wav
409.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_409.wav
410.wav,Boris Johnson,bona-fide,boris_johnson_bona-fide_410.wav
411.wav,Donald Trump,bona-fide,donald_trump_bona-fide_411.wav
412.wav,JFK,bona-fide,jfk_bona-fide_412.wav
413.wav,Donald Trump,bona-fide,donald_trump_bona-fide_413.wav
414.wav,Dwight Eisenhower,bona-fide,dwight_eisenhower_bona-fide_414.wav
415.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_415.wav
416.wav,Nelson Mandela,spoof,nelson_mandela_spoof_416.wav
417.wav,Robert Kardashian,bona-fide,robert_kardashian_bona-fide_417.wav
418.wav,Nick Offerman,bona-fide,nick_offerman_bona-fide_418.wav
419.wav,Barack Obama,bona-fide,barack_obama_bona-fide_419.wav
420.wav,Barack Obama,bona-fide,barack_obama_bona-fide_420.wav
421.wav,Bernie Sanders,spoof,bernie_sanders_spoof_421.wav
422.wav,Bernie Sanders,spoof,bernie_sanders_spoof_422.wav
423.wav,Louis Farrakhan,bona-fide,louis_farrakhan_bona-fide_423.wav
424.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_424.wav
425.wav,George Carlin,bona-fide,george_carlin_bona-fide_425.wav
426.wav,Dwight Eisenhower,bona-fide,dwight_eisenhower_bona-fide_426.wav
427.wav,Mark Zuckerberg,spoof,mark_zuckerberg_spoof_427.wav
428.wav,Barack Obama,bona-fide,barack_obama_bona-fide_428.wav
429.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_429.wav
430.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_430.wav
431.wav,Donald Trump,bona-fide,donald_trump_bona-fide_431.wav
432.wav,Alan Watts,spoof,alan_watts_spoof_432.wav
433.wav,Bob Ross,spoof,bob_ross_spoof_433.wav
434.wav,Donald Trump,bona-fide,donald_trump_bona-fide_434.wav
435.wav,JFK,bona-fide,jfk_bona-fide_435.wav
436.wav,Mark Zuckerberg,bona-fide,mark_zuckerberg_bona-fide_436.wav
437.wav,Boris Johnson,spoof,boris_johnson_spoof_437.wav
438.wav,Donald Trump,bona-fide,donald_trump_bona-fide_438.wav
439.wav,Tucker Carlson,bona-fide,tucker_carlson_bona-fide_439.wav
440.wav,Donald Trump,spoof,donald_trump_spoof_440.wav
441.wav,Bernie Sanders,spoof,bernie_sanders_spoof_441.wav
442.wav,Gilbert Gottfried,bona-fide,gilbert_gottfried_bona-fide_442.wav
443.wav,Arnold Schwarzenegger,spoof,arnold_schwarzenegger_spoof_443.wav
444.wav,Nelson Mandela,spoof,nelson_mandela_spoof_444.wav
445.wav,Mark Zuckerberg,spoof,mark_zuckerberg_spoof_445.wav
446.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_446.wav
447.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_447.wav
448.wav,Barack Obama,bona-fide,barack_obama_bona-fide_448.wav
449.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_449.wav
450.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_450.wav
451.wav,Winston Churchill,spoof,winston_churchill_spoof_451.wav
452.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_452.wav
453.wav,Donald Trump,bona-fide,donald_trump_bona-fide_453.wav
454.wav,Ronald Reagan,spoof,ronald_reagan_spoof_454.wav
455.wav,Robert Kardashian,bona-fide,robert_kardashian_bona-fide_455.wav
456.wav,Donald Trump,bona-fide,donald_trump_bona-fide_456.wav
457.wav,Ronald Reagan,spoof,ronald_reagan_spoof_457.wav
458.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_458.wav
459.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_459.wav
460.wav,Martin Luther King,spoof,martin_luther_king_spoof_460.wav
461.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_461.wav
462.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_462.wav
463.wav,Ronald Reagan,spoof,ronald_reagan_spoof_463.wav
464.wav,Bernie Sanders,spoof,bernie_sanders_spoof_464.wav
465.wav,Barack Obama,bona-fide,barack_obama_bona-fide_465.wav
466.wav,Alec Guinness,spoof,alec_guinness_spoof_466.wav
467.wav,Donald Trump,bona-fide,donald_trump_bona-fide_467.wav
468.wav,Donald Trump,bona-fide,donald_trump_bona-fide_468.wav
469.wav,Barack Obama,bona-fide,barack_obama_bona-fide_469.wav
470.wav,Barack Obama,bona-fide,barack_obama_bona-fide_470.wav
471.wav,Milton Friedman,bona-fide,milton_friedman_bona-fide_471.wav
472.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_472.wav
473.wav,Barack Obama,bona-fide,barack_obama_bona-fide_473.wav
474.wav,Donald Trump,spoof,donald_trump_spoof_474.wav
475.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_475.wav
476.wav,Donald Trump,bona-fide,donald_trump_bona-fide_476.wav
477.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_477.wav
478.wav,Donald Trump,bona-fide,donald_trump_bona-fide_478.wav
479.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_479.wav
480.wav,Donald Trump,bona-fide,donald_trump_bona-fide_480.wav
481.wav,Alec Guinness,spoof,alec_guinness_spoof_481.wav
482.wav,Donald Trump,bona-fide,donald_trump_bona-fide_482.wav
483.wav,Barack Obama,bona-fide,barack_obama_bona-fide_483.wav
484.wav,Alec Guinness,spoof,alec_guinness_spoof_484.wav
485.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_485.wav
486.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_486.wav
487.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_487.wav
488.wav,Alec Guinness,spoof,alec_guinness_spoof_488.wav
489.wav,Gilbert Gottfried,spoof,gilbert_gottfried_spoof_489.wav
490.wav,Gilbert Gottfried,spoof,gilbert_gottfried_spoof_490.wav
491.wav,Norm MacDonald,spoof,norm_macdonald_spoof_491.wav
492.wav,Ronald Reagan,spoof,ronald_reagan_spoof_492.wav
493.wav,Milton Friedman,spoof,milton_friedman_spoof_493.wav
494.wav,Richard Nixon,spoof,richard_nixon_spoof_494.wav
495.wav,Bernie Sanders,spoof,bernie_sanders_spoof_495.wav
496.wav,FDR,bona-fide,fdr_bona-fide_496.wav
497.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_497.wav
498.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_498.wav
499.wav,Donald Trump,bona-fide,donald_trump_bona-fide_499.wav
500.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_500.wav
501.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_501.wav
502.wav,Alec Guinness,spoof,alec_guinness_spoof_502.wav
503.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_503.wav
504.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_504.wav
505.wav,Milton Friedman,spoof,milton_friedman_spoof_505.wav
506.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_506.wav
507.wav,Arnold Schwarzenegger,bona-fide,arnold_schwarzenegger_bona-fide_507.wav
508.wav,Barack Obama,bona-fide,barack_obama_bona-fide_508.wav
509.wav,Gilbert Gottfried,spoof,gilbert_gottfried_spoof_509.wav
510.wav,Alan Watts,bona-fide,alan_watts_bona-fide_510.wav
511.wav,Bill Burr,bona-fide,bill_burr_bona-fide_511.wav
512.wav,Louis C.K.,spoof,louis_c.k._spoof_512.wav
513.wav,FDR,bona-fide,fdr_bona-fide_513.wav
514.wav,Richard Nixon,spoof,richard_nixon_spoof_514.wav
515.wav,Bill Clinton,spoof,bill_clinton_spoof_515.wav
516.wav,JFK,bona-fide,jfk_bona-fide_516.wav
517.wav,Donald Trump,bona-fide,donald_trump_bona-fide_517.wav
518.wav,Milton Friedman,bona-fide,milton_friedman_bona-fide_518.wav
519.wav,Alec Guinness,spoof,alec_guinness_spoof_519.wav
520.wav,Barack Obama,bona-fide,barack_obama_bona-fide_520.wav
521.wav,Barack Obama,bona-fide,barack_obama_bona-fide_521.wav
522.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_522.wav
523.wav,Louis Farrakhan,bona-fide,louis_farrakhan_bona-fide_523.wav
524.wav,Barack Obama,bona-fide,barack_obama_bona-fide_524.wav
525.wav,Mark Zuckerberg,spoof,mark_zuckerberg_spoof_525.wav
526.wav,The Notorious B.I.G.,spoof,the_notorious_b.i.g._spoof_526.wav
527.wav,FDR,spoof,fdr_spoof_527.wav
528.wav,Alan Watts,spoof,alan_watts_spoof_528.wav
529.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_529.wav
530.wav,Barack Obama,bona-fide,barack_obama_bona-fide_530.wav
531.wav,Ronald Reagan,spoof,ronald_reagan_spoof_531.wav
532.wav,John Cleese,bona-fide,john_cleese_bona-fide_532.wav
533.wav,Donald Trump,bona-fide,donald_trump_bona-fide_533.wav
534.wav,Barack Obama,bona-fide,barack_obama_bona-fide_534.wav
535.wav,The Notorious B.I.G.,spoof,the_notorious_b.i.g._spoof_535.wav
536.wav,Winston Churchill,spoof,winston_churchill_spoof_536.wav
537.wav,JFK,spoof,jfk_spoof_537.wav
538.wav,The Notorious B.I.G.,spoof,the_notorious_b.i.g._spoof_538.wav
539.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_539.wav
540.wav,Ayn Rand,spoof,ayn_rand_spoof_540.wav
541.wav,Ayn Rand,spoof,ayn_rand_spoof_541.wav
542.wav,Louis Farrakhan,spoof,louis_farrakhan_spoof_542.wav
543.wav,Winston Churchill,bona-fide,winston_churchill_bona-fide_543.wav
544.wav,Alec Guinness,spoof,alec_guinness_spoof_544.wav
545.wav,Milton Friedman,spoof,milton_friedman_spoof_545.wav
546.wav,Bernie Sanders,spoof,bernie_sanders_spoof_546.wav
547.wav,FDR,spoof,fdr_spoof_547.wav
548.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_548.wav
549.wav,JFK,spoof,jfk_spoof_549.wav
550.wav,Mark Zuckerberg,spoof,mark_zuckerberg_spoof_550.wav
551.wav,Donald Trump,bona-fide,donald_trump_bona-fide_551.wav
552.wav,Alexandria Ocasio-Cortez,bona-fide,alexandria_ocasio-cortez_bona-fide_552.wav
553.wav,Donald Trump,bona-fide,donald_trump_bona-fide_553.wav
554.wav,Winston Churchill,bona-fide,winston_churchill_bona-fide_554.wav
555.wav,Donald Trump,bona-fide,donald_trump_bona-fide_555.wav
556.wav,Donald Trump,bona-fide,donald_trump_bona-fide_556.wav
557.wav,Barack Obama,spoof,barack_obama_spoof_557.wav
558.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_558.wav
559.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_559.wav
560.wav,Malcolm X,spoof,malcolm_x_spoof_560.wav
561.wav,Alec Guinness,spoof,alec_guinness_spoof_561.wav
562.wav,Alec Guinness,spoof,alec_guinness_spoof_562.wav
563.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_563.wav
564.wav,Mark Zuckerberg,bona-fide,mark_zuckerberg_bona-fide_564.wav
565.wav,Queen Elizabeth II,spoof,queen_elizabeth_ii_spoof_565.wav
566.wav,Alec Guinness,spoof,alec_guinness_spoof_566.wav
567.wav,Richard Nixon,spoof,richard_nixon_spoof_567.wav
568.wav,Adam Driver,bona-fide,adam_driver_bona-fide_568.wav
569.wav,Bernie Sanders,spoof,bernie_sanders_spoof_569.wav
570.wav,The Notorious B.I.G.,spoof,the_notorious_b.i.g._spoof_570.wav
571.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_571.wav
572.wav,The Notorious B.I.G.,spoof,the_notorious_b.i.g._spoof_572.wav
573.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_573.wav
574.wav,Alec Guinness,spoof,alec_guinness_spoof_574.wav
575.wav,2Pac,bona-fide,2pac_bona-fide_575.wav
576.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_576.wav
577.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_577.wav
578.wav,Ayn Rand,spoof,ayn_rand_spoof_578.wav
579.wav,Alec Guinness,spoof,alec_guinness_spoof_579.wav
580.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_580.wav
581.wav,JFK,bona-fide,jfk_bona-fide_581.wav
582.wav,Donald Trump,bona-fide,donald_trump_bona-fide_582.wav
583.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_583.wav
584.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_584.wav
585.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_585.wav
586.wav,Robert Kardashian,spoof,robert_kardashian_spoof_586.wav
587.wav,Barack Obama,bona-fide,barack_obama_bona-fide_587.wav
588.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_588.wav
589.wav,Barack Obama,bona-fide,barack_obama_bona-fide_589.wav
590.wav,Alexandria Ocasio-Cortez,bona-fide,alexandria_ocasio-cortez_bona-fide_590.wav
591.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_591.wav
592.wav,Bernie Sanders,spoof,bernie_sanders_spoof_592.wav
593.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_593.wav
594.wav,Bernie Sanders,spoof,bernie_sanders_spoof_594.wav
595.wav,Winston Churchill,bona-fide,winston_churchill_bona-fide_595.wav
596.wav,Donald Trump,bona-fide,donald_trump_bona-fide_596.wav
597.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_597.wav
598.wav,Winston Churchill,bona-fide,winston_churchill_bona-fide_598.wav
599.wav,Barack Obama,bona-fide,barack_obama_bona-fide_599.wav
600.wav,Martin Luther King,bona-fide,martin_luther_king_bona-fide_600.wav
601.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_601.wav
602.wav,Donald Trump,bona-fide,donald_trump_bona-fide_602.wav
603.wav,Mark Zuckerberg,bona-fide,mark_zuckerberg_bona-fide_603.wav
604.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_604.wav
605.wav,Donald Trump,spoof,donald_trump_spoof_605.wav
606.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_606.wav
607.wav,Donald Trump,bona-fide,donald_trump_bona-fide_607.wav
608.wav,Lyndon Johnson,bona-fide,lyndon_johnson_bona-fide_608.wav
609.wav,Martin Luther King,spoof,martin_luther_king_spoof_609.wav
610.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_610.wav
611.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_611.wav
612.wav,Ronald Reagan,bona-fide,ronald_reagan_bona-fide_612.wav
613.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_613.wav
614.wav,Alec Guinness,spoof,alec_guinness_spoof_614.wav
615.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_615.wav
616.wav,Mark Zuckerberg,spoof,mark_zuckerberg_spoof_616.wav
617.wav,Ronald Reagan,bona-fide,ronald_reagan_bona-fide_617.wav
618.wav,Martin Luther King,bona-fide,martin_luther_king_bona-fide_618.wav
619.wav,Arnold Schwarzenegger,bona-fide,arnold_schwarzenegger_bona-fide_619.wav
620.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_620.wav
621.wav,Mark Zuckerberg,spoof,mark_zuckerberg_spoof_621.wav
622.wav,Barack Obama,bona-fide,barack_obama_bona-fide_622.wav
623.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_623.wav
624.wav,Mark Zuckerberg,bona-fide,mark_zuckerberg_bona-fide_624.wav
625.wav,Ronald Reagan,spoof,ronald_reagan_spoof_625.wav
626.wav,Barack Obama,bona-fide,barack_obama_bona-fide_626.wav
627.wav,Mark Zuckerberg,spoof,mark_zuckerberg_spoof_627.wav
628.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_628.wav
629.wav,George Carlin,bona-fide,george_carlin_bona-fide_629.wav
630.wav,Martin Luther King,bona-fide,martin_luther_king_bona-fide_630.wav
631.wav,Alec Guinness,spoof,alec_guinness_spoof_631.wav
632.wav,Winston Churchill,bona-fide,winston_churchill_bona-fide_632.wav
633.wav,Ayn Rand,spoof,ayn_rand_spoof_633.wav
634.wav,Bernie Sanders,spoof,bernie_sanders_spoof_634.wav
635.wav,Barack Obama,spoof,barack_obama_spoof_635.wav
636.wav,Donald Trump,spoof,donald_trump_spoof_636.wav
637.wav,Queen Elizabeth II,spoof,queen_elizabeth_ii_spoof_637.wav
638.wav,Donald Trump,bona-fide,donald_trump_bona-fide_638.wav
639.wav,Martin Luther King,spoof,martin_luther_king_spoof_639.wav
640.wav,Barack Obama,bona-fide,barack_obama_bona-fide_640.wav
641.wav,Martin Luther King,spoof,martin_luther_king_spoof_641.wav
642.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_642.wav
643.wav,Donald Trump,bona-fide,donald_trump_bona-fide_643.wav
644.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_644.wav
645.wav,Donald Trump,bona-fide,donald_trump_bona-fide_645.wav
646.wav,Bill Burr,bona-fide,bill_burr_bona-fide_646.wav
647.wav,Ronald Reagan,spoof,ronald_reagan_spoof_647.wav
648.wav,Milton Friedman,bona-fide,milton_friedman_bona-fide_648.wav
649.wav,Donald Trump,bona-fide,donald_trump_bona-fide_649.wav
650.wav,Nick Offerman,bona-fide,nick_offerman_bona-fide_650.wav
651.wav,Bernie Sanders,spoof,bernie_sanders_spoof_651.wav
652.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_652.wav
653.wav,George Carlin,bona-fide,george_carlin_bona-fide_653.wav
654.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_654.wav
655.wav,Alan Watts,spoof,alan_watts_spoof_655.wav
656.wav,Richard Nixon,bona-fide,richard_nixon_bona-fide_656.wav
657.wav,Bill Clinton,spoof,bill_clinton_spoof_657.wav
658.wav,Donald Trump,bona-fide,donald_trump_bona-fide_658.wav
659.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_659.wav
660.wav,Bill Clinton,spoof,bill_clinton_spoof_660.wav
661.wav,Christopher Hitchens,spoof,christopher_hitchens_spoof_661.wav
662.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_662.wav
663.wav,Donald Trump,spoof,donald_trump_spoof_663.wav
664.wav,Ayn Rand,spoof,ayn_rand_spoof_664.wav
665.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_665.wav
666.wav,Barack Obama,bona-fide,barack_obama_bona-fide_666.wav
667.wav,Donald Trump,bona-fide,donald_trump_bona-fide_667.wav
668.wav,Barack Obama,bona-fide,barack_obama_bona-fide_668.wav
669.wav,Barack Obama,bona-fide,barack_obama_bona-fide_669.wav
670.wav,Christopher Hitchens,bona-fide,christopher_hitchens_bona-fide_670.wav
671.wav,Robert Kardashian,bona-fide,robert_kardashian_bona-fide_671.wav
672.wav,Barack Obama,bona-fide,barack_obama_bona-fide_672.wav
673.wav,Barack Obama,bona-fide,barack_obama_bona-fide_673.wav
674.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_674.wav
675.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_675.wav
676.wav,Barack Obama,bona-fide,barack_obama_bona-fide_676.wav
677.wav,Richard Nixon,spoof,richard_nixon_spoof_677.wav
678.wav,Mark Zuckerberg,bona-fide,mark_zuckerberg_bona-fide_678.wav
679.wav,Barack Obama,bona-fide,barack_obama_bona-fide_679.wav
680.wav,Bill Clinton,spoof,bill_clinton_spoof_680.wav
681.wav,Bill Clinton,spoof,bill_clinton_spoof_681.wav
682.wav,George W. Bush,spoof,george_w._bush_spoof_682.wav
683.wav,Bill Clinton,bona-fide,bill_clinton_bona-fide_683.wav
684.wav,Alexandria Ocasio-Cortez,bona-fide,alexandria_ocasio-cortez_bona-fide_684.wav
685.wav,Bernie Sanders,spoof,bernie_sanders_spoof_685.wav
686.wav,Arnold Schwarzenegger,bona-fide,arnold_schwarzenegger_bona-fide_686.wav
687.wav,2Pac,spoof,2pac_spoof_687.wav
688.wav,Norm MacDonald,spoof,norm_macdonald_spoof_688.wav
689.wav,Dwight Eisenhower,bona-fide,dwight_eisenhower_bona-fide_689.wav
690.wav,Alec Guinness,spoof,alec_guinness_spoof_690.wav
691.wav,Louis Farrakhan,bona-fide,louis_farrakhan_bona-fide_691.wav
692.wav,Louis Farrakhan,spoof,louis_farrakhan_spoof_692.wav
693.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_693.wav
694.wav,Donald Trump,bona-fide,donald_trump_bona-fide_694.wav
695.wav,FDR,spoof,fdr_spoof_695.wav
696.wav,Ronald Reagan,spoof,ronald_reagan_spoof_696.wav
697.wav,Donald Trump,bona-fide,donald_trump_bona-fide_697.wav
698.wav,Barack Obama,bona-fide,barack_obama_bona-fide_698.wav
699.wav,Barack Obama,bona-fide,barack_obama_bona-fide_699.wav
700.wav,Mr. Rogers,bona-fide,mr._rogers_bona-fide_700.wav
701.wav,Barack Obama,bona-fide,barack_obama_bona-fide_701.wav
702.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_702.wav
703.wav,Bill Burr,spoof,bill_burr_spoof_703.wav
704.wav,Alec Guinness,spoof,alec_guinness_spoof_704.wav
705.wav,Louis Farrakhan,bona-fide,louis_farrakhan_bona-fide_705.wav
706.wav,Mark Zuckerberg,bona-fide,mark_zuckerberg_bona-fide_706.wav
707.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_707.wav
708.wav,Ayn Rand,spoof,ayn_rand_spoof_708.wav
709.wav,Ayn Rand,spoof,ayn_rand_spoof_709.wav
710.wav,Bernie Sanders,bona-fide,bernie_sanders_bona-fide_710.wav
711.wav,Barack Obama,bona-fide,barack_obama_bona-fide_711.wav
712.wav,George W. Bush,spoof,george_w._bush_spoof_712.wav
713.wav,JFK,bona-fide,jfk_bona-fide_713.wav
714.wav,Donald Trump,bona-fide,donald_trump_bona-fide_714.wav
715.wav,Bernie Sanders,spoof,bernie_sanders_spoof_715.wav
716.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_716.wav
717.wav,Mark Zuckerberg,spoof,mark_zuckerberg_spoof_717.wav
718.wav,Bernie Sanders,spoof,bernie_sanders_spoof_718.wav
719.wav,Barack Obama,bona-fide,barack_obama_bona-fide_719.wav
720.wav,Mark Zuckerberg,spoof,mark_zuckerberg_spoof_720.wav
721.wav,Barack Obama,bona-fide,barack_obama_bona-fide_721.wav
722.wav,Ronald Reagan,spoof,ronald_reagan_spoof_722.wav
723.wav,Arnold Schwarzenegger,bona-fide,arnold_schwarzenegger_bona-fide_723.wav
724.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_724.wav
725.wav,Boris Johnson,bona-fide,boris_johnson_bona-fide_725.wav
726.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_726.wav
727.wav,JFK,bona-fide,jfk_bona-fide_727.wav
728.wav,Jerry Seinfeld,spoof,jerry_seinfeld_spoof_728.wav
729.wav,Billie Eilish,bona-fide,billie_eilish_bona-fide_729.wav
730.wav,JFK,bona-fide,jfk_bona-fide_730.wav
731.wav,Alec Guinness,bona-fide,alec_guinness_bona-fide_731.wav
732.wav,Mark Zuckerberg,spoof,mark_zuckerberg_spoof_732.wav
733.wav,Barack Obama,bona-fide,barack_obama_bona-fide_733.wav
734.wav,Barack Obama,bona-fide,barack_obama_bona-fide_734.wav
735.wav,Ayn Rand,bona-fide,ayn_rand_bona-fide_735.wav
